submitted_keyword,returned_keyword,grouped_submitted_keywords,close_variants,niche,niche_phrase,lane,city,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,geography_method,observed_at
asbestos survey Exeter,asbestos survey exeter,asbestos survey Exeter,asbestos survey Exeter,asbestos_survey,asbestos survey,specialist_compliance,Exeter,40,MEDIUM,54,13.0958,4.1845,11.8894,explicit_city_query_under_uk_target,2026-09-03
asbestos survey Norwich,asbestos survey norwich,asbestos survey Norwich,asbestos survey Norwich,asbestos_survey,asbestos survey,specialist_compliance,Norwich,90,MEDIUM,55,14.2683,2.5186,12.1850,explicit_city_query_under_uk_target,2026-09-03
asbestos survey Swansea,asbestos survey swansea,asbestos survey Swansea,asbestos survey Swansea,asbestos_survey,asbestos survey,specialist_compliance,Swansea,30,HIGH,69,8.6522,2.0224,69.5297,explicit_city_query_under_uk_target,2026-09-03
asbestos survey York,asbestos survey york,asbestos survey York,asbestos survey York,asbestos_survey,asbestos survey,specialist_compliance,York,40,MEDIUM,66,15.0619,5.6189,75.0597,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment London,fire risk assessment london,fire risk assessment London,fire risk assessment London,fire_risk_assessment,fire risk assessment,specialist_compliance,London,720,MEDIUM,60,30.1021,5.3763,31.8658,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Birmingham,fire risk assessment birmingham,fire risk assessment Birmingham,fire risk assessment Birmingham,fire_risk_assessment,fire risk assessment,specialist_compliance,Birmingham,170,MEDIUM,59,25.6859,4.0952,22.8083,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Manchester,fire risk assessment manchester,fire risk assessment Manchester,fire risk assessment Manchester,fire_risk_assessment,fire risk assessment,specialist_compliance,Manchester,260,MEDIUM,60,27.1084,4.1523,19.3003,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Glasgow,fire risk assessment glasgow,fire risk assessment Glasgow,fire risk assessment Glasgow,fire_risk_assessment,fire risk assessment,specialist_compliance,Glasgow,70,HIGH,73,11.0896,5.1340,12.9864,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Leeds,fire risk assessment leeds,fire risk assessment Leeds,fire risk assessment Leeds,fire_risk_assessment,fire risk assessment,specialist_compliance,Leeds,90,MEDIUM,57,46.9851,2.7859,19.8952,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Liverpool,fire risk assessment liverpool,fire risk assessment Liverpool,fire risk assessment Liverpool,fire_risk_assessment,fire risk assessment,specialist_compliance,Liverpool,70,MEDIUM,60,16.5717,5.2509,21.2092,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Bristol,fire risk assessment bristol,fire risk assessment Bristol,fire risk assessment Bristol,fire_risk_assessment,fire risk assessment,specialist_compliance,Bristol,170,MEDIUM,58,21.3405,6.2311,16.3081,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Sheffield,fire risk assessment sheffield,fire risk assessment Sheffield,fire risk assessment Sheffield,fire_risk_assessment,fire risk assessment,specialist_compliance,Sheffield,70,HIGH,73,21.4625,7.4127,28.0723,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Edinburgh,fire risk assessment edinburgh,fire risk assessment Edinburgh,fire risk assessment Edinburgh,fire_risk_assessment,fire risk assessment,specialist_compliance,Edinburgh,70,HIGH,67,11.9420,5.4718,12.7512,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Cardiff,fire risk assessment cardiff,fire risk assessment Cardiff,fire risk assessment Cardiff,fire_risk_assessment,fire risk assessment,specialist_compliance,Cardiff,70,MEDIUM,59,18.1850,5.1731,16.9786,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Nottingham,fire risk assessment nottingham,fire risk assessment Nottingham,fire risk assessment Nottingham,fire_risk_assessment,fire risk assessment,specialist_compliance,Nottingham,140,MEDIUM,58,17.0844,5.2145,13.0322,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Newcastle,fire risk assessment newcastle,fire risk assessment Newcastle,fire risk assessment Newcastle,fire_risk_assessment,fire risk assessment,specialist_compliance,Newcastle,70,MEDIUM,47,36.0932,5.4276,13.5846,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Leicester,fire risk assessment leicester,fire risk assessment Leicester,fire risk assessment Leicester,fire_risk_assessment,fire risk assessment,specialist_compliance,Leicester,110,MEDIUM,67,19.7216,7.2392,31.9173,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Southampton,fire risk assessment southampton,fire risk assessment Southampton,fire risk assessment Southampton,fire_risk_assessment,fire risk assessment,specialist_compliance,Southampton,50,MEDIUM,49,13.4042,4.4134,14.1020,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Brighton,fire risk assessment brighton,fire risk assessment Brighton,fire risk assessment Brighton,fire_risk_assessment,fire risk assessment,specialist_compliance,Brighton,70,MEDIUM,42,14.6213,4.1596,14.4891,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Coventry,fire risk assessment coventry,fire risk assessment Coventry,fire risk assessment Coventry,fire_risk_assessment,fire risk assessment,specialist_compliance,Coventry,70,MEDIUM,54,17.9914,7.0313,30.8771,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Belfast,fire risk assessment belfast,fire risk assessment Belfast,fire risk assessment Belfast,fire_risk_assessment,fire risk assessment,specialist_compliance,Belfast,20,MEDIUM,49,4.6191,1.4027,6.9415,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Reading,fire risk assessment reading,fire risk assessment Reading,fire risk assessment Reading,fire_risk_assessment,fire risk assessment,specialist_compliance,Reading,50,LOW,28,34.7884,7.2993,19.0231,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Oxford,fire risk assessment oxford,fire risk assessment Oxford,fire risk assessment Oxford,fire_risk_assessment,fire risk assessment,specialist_compliance,Oxford,20,MEDIUM,59,12.7518,5.1833,19.2877,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Cambridge,fire risk assessment cambridge,fire risk assessment Cambridge,fire risk assessment Cambridge,fire_risk_assessment,fire risk assessment,specialist_compliance,Cambridge,30,HIGH,70,14.6609,5.7781,34.3661,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Aberdeen,fire risk assessment aberdeen,fire risk assessment Aberdeen,fire risk assessment Aberdeen,fire_risk_assessment,fire risk assessment,specialist_compliance,Aberdeen,20,HIGH,86,8.0813,3.8938,9.5093,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Plymouth,fire risk assessment plymouth,fire risk assessment Plymouth,fire risk assessment Plymouth,fire_risk_assessment,fire risk assessment,specialist_compliance,Plymouth,50,MEDIUM,61,15.6610,4.3319,14.0816,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Exeter,fire risk assessment exeter,fire risk assessment Exeter,fire risk assessment Exeter,fire_risk_assessment,fire risk assessment,specialist_compliance,Exeter,30,MEDIUM,65,13.1608,4.1948,11.5937,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Norwich,fire risk assessment norwich,fire risk assessment Norwich,fire risk assessment Norwich,fire_risk_assessment,fire risk assessment,specialist_compliance,Norwich,30,MEDIUM,58,12.2184,4.3150,10.7361,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment Swansea,fire risk assessment swansea,fire risk assessment Swansea,fire risk assessment Swansea,fire_risk_assessment,fire risk assessment,specialist_compliance,Swansea,40,MEDIUM,35,11.3369,4.8221,13.6538,explicit_city_query_under_uk_target,2026-09-03
fire risk assessment York,fire risk assessment york,fire risk assessment York,fire risk assessment York,fire_risk_assessment,fire risk assessment,specialist_compliance,York,20,MEDIUM,64,15.1700,6.1285,12.0417,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning London,commercial cleaning london,commercial cleaning London,commercial cleaning London,commercial_cleaning,commercial cleaning,b2b_recurring,London,1600,MEDIUM,43,7.7722,2.4684,16.2566,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Birmingham,commercial cleaning birmingham,commercial cleaning Birmingham,commercial cleaning Birmingham,commercial_cleaning,commercial cleaning,b2b_recurring,Birmingham,480,MEDIUM,60,3.0398,5.6817,141.6843,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Manchester,commercial cleaning manchester,commercial cleaning Manchester,commercial cleaning Manchester,commercial_cleaning,commercial cleaning,b2b_recurring,Manchester,480,MEDIUM,51,7.2512,3.3982,24.3048,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Glasgow,commercial cleaning glasgow,commercial cleaning Glasgow,commercial cleaning Glasgow,commercial_cleaning,commercial cleaning,b2b_recurring,Glasgow,590,MEDIUM,54,5.4339,4.5557,19.9222,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Leeds,commercial cleaning leeds,commercial cleaning Leeds,commercial cleaning Leeds,commercial_cleaning,commercial cleaning,b2b_recurring,Leeds,390,MEDIUM,51,19.5924,4.6879,15.6515,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Liverpool,commercial cleaning liverpool,commercial cleaning Liverpool,commercial cleaning Liverpool,commercial_cleaning,commercial cleaning,b2b_recurring,Liverpool,170,MEDIUM,40,7.8627,5.2387,20.6202,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Bristol,commercial cleaning bristol,commercial cleaning Bristol,commercial cleaning Bristol,commercial_cleaning,commercial cleaning,b2b_recurring,Bristol,210,MEDIUM,40,6.6376,3.1565,10.0664,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Sheffield,commercial cleaning sheffield,commercial cleaning Sheffield,commercial cleaning Sheffield,commercial_cleaning,commercial cleaning,b2b_recurring,Sheffield,170,MEDIUM,33,7.3936,4.2400,17.7044,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Edinburgh,commercial cleaning edinburgh,commercial cleaning Edinburgh,commercial cleaning Edinburgh,commercial_cleaning,commercial cleaning,b2b_recurring,Edinburgh,2900,MEDIUM,35,14.3222,2.9935,20.0880,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Cardiff,commercial cleaning cardiff,commercial cleaning Cardiff,commercial cleaning Cardiff,commercial_cleaning,commercial cleaning,b2b_recurring,Cardiff,210,LOW,33,4.4993,4.5331,12.5099,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Nottingham,commercial cleaning nottingham,commercial cleaning Nottingham,commercial cleaning Nottingham,commercial_cleaning,commercial cleaning,b2b_recurring,Nottingham,480,MEDIUM,45,12.9562,5.9558,259.7163,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Newcastle,commercial cleaning newcastle,commercial cleaning Newcastle,commercial cleaning Newcastle,commercial_cleaning,commercial cleaning,b2b_recurring,Newcastle,90,MEDIUM,49,8.1524,3.9560,19.4739,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Leicester,commercial cleaning leicester,commercial cleaning Leicester,commercial cleaning Leicester,commercial_cleaning,commercial cleaning,b2b_recurring,Leicester,210,MEDIUM,36,5.7751,5.5343,449.3703,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Southampton,commercial cleaning southampton,commercial cleaning Southampton,commercial cleaning Southampton,commercial_cleaning,commercial cleaning,b2b_recurring,Southampton,140,MEDIUM,42,1.0601,2.7994,16.2623,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Brighton,commercial cleaning brighton,commercial cleaning Brighton,commercial cleaning Brighton,commercial_cleaning,commercial cleaning,b2b_recurring,Brighton,70,MEDIUM,35,15.2975,5.3683,14.9526,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Coventry,commercial cleaning coventry,commercial cleaning Coventry,commercial cleaning Coventry,commercial_cleaning,commercial cleaning,b2b_recurring,Coventry,110,MEDIUM,64,1.7068,4.0235,106.2958,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Belfast,commercial cleaning belfast,commercial cleaning Belfast,commercial cleaning Belfast,commercial_cleaning,commercial cleaning,b2b_recurring,Belfast,70,MEDIUM,48,4.7298,2.9652,9.9735,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Reading,commercial cleaning reading,commercial cleaning Reading,commercial cleaning Reading,commercial_cleaning,commercial cleaning,b2b_recurring,Reading,110,MEDIUM,45,3.4705,2.0128,5.6988,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Oxford,commercial cleaning oxford,commercial cleaning Oxford,commercial cleaning Oxford,commercial_cleaning,commercial cleaning,b2b_recurring,Oxford,70,MEDIUM,47,0.0000,3.4401,14.8974,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Cambridge,commercial cleaning cambridge,commercial cleaning Cambridge,commercial cleaning Cambridge,commercial_cleaning,commercial cleaning,b2b_recurring,Cambridge,390,MEDIUM,53,2.0052,1.7230,11.7447,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Aberdeen,commercial cleaning aberdeen,commercial cleaning Aberdeen,commercial cleaning Aberdeen,commercial_cleaning,commercial cleaning,b2b_recurring,Aberdeen,70,LOW,28,4.9210,4.9067,10.2603,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Plymouth,commercial cleaning plymouth,commercial cleaning Plymouth,commercial cleaning Plymouth,commercial_cleaning,commercial cleaning,b2b_recurring,Plymouth,70,HIGH,72,4.8860,2.8780,21.9847,explicit_city_query_under_uk_target,2026-09-03
commercial cleaning Exeter,commercial cleaning exeter,commercial cleaning Exeter,commercial cleaning Exeter,commercial_cleaning,commercial cleaning,b2b_recurring,Exeter,70,MEDIUM,57,2.1503,2.4709,8.0499,explicit_city_query_under_uk_target,2026-09-03
